year,registered_voters,turnout,percent_turnout,valid_vote,ak_parti,anadolu_partisi,anap,atp,bbp,bp,btp,chp,dbp,dehap,depar,dp,dsp,dtp,dyp,emep,fp,genc_parti,hadep,hakpar,hap,has_parti,hdp,hepar,hkp,hp,huda_par,hyp,idp,ip,iyi_parti,kp,ldp,mcp,mdp,mep,mhp,millet_partisi,mmp,odp,rp,saadet_partisi,shp,sip,sp,tkp,turk_parti,vatan_partisi,ydh,ydp,yeni_parti,ytp,yurtp,city,ap,birlik_partisi,cgp,ckmp,cmp,demokratik_parti,gp,hurriyet_partisi,msp,tbp,tip,vp,ytp_,prev_year,winner,prev_winner,nationalist,right_wing,left_wing,political_islam,kurdish,liberal,socialist,soc_democ,populist,nat_prev,right_wing_prev,left_wing_prev,political_islam_prev,kurdish_prev,liberal_prev,socialist_prev,social_democ_prev,populist_prev,swing,saadet partisi,vatan partisi,ak parti,iyi parti,bgmz,bdp,millet partisi,sbp,bagimsizlar,baskanlik sayisi,genc parti,huda par,a.p.,turk parti,myp,BAĞIMSIZLAR_vote,bagimsizlar_percent,ANAP_vote,anap_percent,DSP_vote,dsp_percent,DYP_vote,dyp_percent,IDP_vote,idp_percent,MÇP_vote,mcp_percent,RP_vote,rp_percent,SHP_vote,shp_percent
2019,1521399.0,1285194.0,0.8447448696890165,1218037.0,,,,,,,8623.0,0.0,,,,5647.0,6486.0,,,,,,,,,,26589.0,,,,,,,,,,,,,,0.0,,,,,,,,,3690.0,,,,,,,,konya,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,50099.0,3423.0,859115.0,245997.0,8368.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,561708.0,464819.0,0.8275100230012746,446292.0,,,,,,,1482.0,103690.0,,,,1651.0,1345.0,,,,,,,,,,6555.0,,,,,,,,,,,,,,0.0,,,,,,,,,625.0,,,,,,,,malatya,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,23709.0,618.0,305588.0,0.0,1029.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1052970.0,933133.0,0.8861914394522161,873021.0,,,,,,,4290.0,0.0,,,,12014.0,6626.0,,,,,,,,,,37919.0,,,,,,,,,,,,,,460671.0,,,,,,,,,2888.0,,,,,,,,manisa,,,,,,,,,,,,,,2014.0,mhp,mhp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,10098.0,3853.0,0.0,332338.0,2324.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,754604.0,656611.0,0.8701398349332895,624585.0,,,,,,,5412.0,170407.0,,,,0.0,7628.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,888.0,,,,,,,,kahramanmaras,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,13145.0,1857.0,422222.0,0.0,3026.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,484284.0,390707.0,0.8067724723509345,371334.0,,,,,,,615.0,6781.0,,,,1102.0,760.0,,,,,,,,,,208854.0,,,,,,,,,,,,,,0.0,,,,,,,,,399.0,,,,,,,,mardin,,,,,,,,,,,,,,2014.0,hdp,bgmz,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,1,4258.0,154.0,143060.0,4078.0,1273.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,726123.0,627276.0,0.8638701707561942,603862.0,,,,,,,18753.0,217476.0,,,,22978.0,5148.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,1406.0,,,,,,,,mugla,,,,,,,,,,,,,,2014.0,chp,chp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,3335.0,2100.0,171621.0,0.0,161045.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,581352.0,497766.0,0.8562213598645915,474904.0,,,,,,,1473.0,73468.0,,,,1337.0,1788.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,903.0,,,,,,,,ordu,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,124114.0,1037.0,270377.0,0.0,407.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,717122.0,621122.0,0.8661315647825614,594535.0,,,,,,,4245.0,0.0,,,,3346.0,2621.0,,,,,,,,,,6147.0,,,,,,,,,,,,,,0.0,,,,,,,,,1137.0,,,,,,,,sakarya,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,23108.0,1392.0,386700.0,164246.0,1593.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,970988.0,838085.0,0.8631260118559653,800171.0,,,,,,,13437.0,0.0,,,,5191.0,4592.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,1524.0,,,,,,,,samsun,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,12323.0,1729.0,379150.0,213558.0,168667.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,749926.0,640044.0,0.8534762096526858,621778.0,,,,,,,921.0,318412.0,,,,2258.0,7008.0,,,,,,,,,,11699.0,,,,,,,,,,,,,,0.0,,,,,,,,,1044.0,,,,,,,,tekirdag,,,,,,,,,,,,,,2014.0,chp,chp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6181.0,1156.0,272581.0,0.0,518.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,594589.0,497876.0,0.8373447877441392,475451.0,,,,,,,2821.0,0.0,,,,3747.0,2117.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,950.0,,,,,,,,trabzon,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,15502.0,1335.0,307167.0,140421.0,1391.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1093515.0,893936.0,0.8174885575415061,848816.0,,,,,,,6284.0,0.0,,,,0.0,7843.0,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,2614.0,,,,,,,,sanliurfa,,,,,,,,,,,,,,2014.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,308510.0,3327.0,516202.0,0.0,4036.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,652878.0,512563.0,0.7850823584191841,483905.0,,,,,,,680.0,9191.0,,,,0.0,1898.0,,,,,,,,,,260609.0,,,,,,,,,,,,,,0.0,,,,,,,,,727.0,,,,,,,,van,,,,,,,,,,,,,,2014.0,hdp,bdp,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1,9081.0,447.0,196040.0,5232.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,1019592.0,835470.0,0.8194160016947956,802522.0,,,2023.0,,6507.0,,1546.0,209876.0,,,,4964.0,9670.0,74421.0,,0.0,,,,1130.0,,,,,,,,943.0,,0.0,,,490.0,,,,238706.0,,,0.0,,,,,,786.0,,,,,,,,adana,,,,,,,,,,,,,,2004.0,mhp,akp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,12641.0,,237206.0,,683.0,0.0,930.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,2979744.0,2533176.0,0.8501320918844035,2440455.0,,,6174.0,,0.0,,6001.0,763879.0,,,,6877.0,0.0,11353.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,1233.0,,,,667871.0,,,0.0,,,,,,2270.0,,,,,,,,ankara,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,29878.0,,940230.0,,1200.0,0.0,3489.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,653936.0,539782.0,0.8254355166254802,524052.0,,,1421.0,,0.0,,1149.0,214325.0,,,,4900.0,2220.0,19867.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,296.0,,,,92287.0,,,1039.0,,,,,,710.0,,,,,,,,antalya,,,,,,,,,,,,,,2004.0,chp,akp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,9301.0,,176331.0,,206.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,1331645.0,1122453.0,0.842907081091432,1074707.0,,,6980.0,,12155.0,,5895.0,289750.0,,,,66083.0,13192.0,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,875.0,,,,132652.0,,,0.0,,,,,,1974.0,,,,,,,,bursa,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,32298.0,,506825.0,,6028.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,450963.0,360973.0,0.8004492608041014,349230.0,,,0.0,,0.0,,668.0,2011.0,,,,1752.0,841.0,227472.0,,0.0,,,,1616.0,,,,,,,,0.0,,394.0,,,,,,,962.0,,,0.0,,,,,,342.0,,,,,,,,diyarbakir,,,,,,,,,,,,,,2004.0,dtp,shp,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,2038.0,,111134.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,227052.0,183443.0,0.8079338653700474,178380.0,,,0.0,,0.0,,435.0,1993.0,,,,905.0,322.0,2215.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,60477.0,,,0.0,,,,,,184.0,,,,,,,,erzurum,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,10325.0,,101524.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,460672.0,392825.0,0.8527216761600445,378540.0,,,0.0,,0.0,,463.0,10598.0,,,,3957.0,195035.0,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,21408.0,,,0.0,,,,,,448.0,,,,,,,,eskisehir,,,,,,,,,,,,,,2004.0,dsp,dsp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,6153.0,,140478.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,729349.0,594367.0,0.8149281071201853,569897.0,,,0.0,,7533.0,,1577.0,172101.0,,,,1767.0,2050.0,32268.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,28612.0,,,0.0,,,,,,610.0,,,,,,,,gaziantep,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,18875.0,,304014.0,,490.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,552367.0,456339.0,0.8261518157312077,439265.0,,,0.0,,0.0,,748.0,135632.0,,,,1107.0,16128.0,79483.0,,0.0,,,,718.0,,,,,,,,0.0,,0.0,,,,,,,108775.0,,,0.0,,,,,,562.0,,,,,,,,icel,,,,,,,,,,,,,,2004.0,chp,chp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,2501.0,,92715.0,,376.0,0.0,520.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,8805063.0,7199083.0,0.8176072107604454,6946435.0,,,21960.0,,79401.0,,17071.0,2568710.0,,,,33089.0,90399.0,314229.0,,0.0,,,,9502.0,,,,,,,,0.0,,0.0,,,3025.0,,,,348269.0,,,0.0,,,,,,7709.0,,,,,,,,istanbul,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,337014.0,,3105555.0,,5541.0,0.0,4961.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,2422480.0,2043178.0,0.8434240943165682,1972359.0,,,6569.0,,0.0,,5992.0,1107562.0,,,,14169.0,30659.0,0.0,,0.0,,,,0.0,,,,,,,,5759.0,,0.0,,,1420.0,,,,138056.0,,,0.0,,,,,,5483.0,,,,,,,,izmir,,,,,,,,,,,,,,2004.0,chp,chp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0,18428.0,,599395.0,,38867.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,581273.0,494668.0,0.8510080461332282,477233.0,,,2018.0,,0.0,,2979.0,40862.0,,,,4509.0,3496.0,0.0,,801.0,,,,0.0,,,,,,,,0.0,,0.0,,,392.0,,,,107637.0,,,0.0,,,,,,681.0,,,,,,,,kayseri,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,21352.0,,291333.0,,272.0,0.0,901.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,1025094.0,891735.0,0.8699055891459709,857940.0,,,0.0,,8034.0,,1106.0,272389.0,,,,18354.0,5641.0,14308.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,,,,,55515.0,,,0.0,,,,,,1471.0,,,,,,,,kocaeli,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,73952.0,,407170.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,643648.0,537776.0,0.8355125783036691,521199.0,,,0.0,,0.0,,1923.0,16687.0,,,,1664.0,4043.0,4560.0,,0.0,,,,0.0,,,,,,,,474.0,,0.0,,,191.0,,,,56796.0,,,0.0,,,,,,447.0,,,,,,,,konya,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,77240.0,,356570.0,,0.0,0.0,604.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,417592.0,362515.0,0.8681081055192629,351875.0,,,1213.0,,2586.0,,873.0,26961.0,,,,5608.0,1378.0,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,239.0,,,,129313.0,,,0.0,,,,,,392.0,,,,,,,,sakarya,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,25337.0,,157626.0,,349.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2009,376980.0,313710.0,0.8321661626611492,299805.0,,,0.0,,0.0,,894.0,63548.0,,,,9645.0,6801.0,0.0,,0.0,,,,0.0,,,,,,,,0.0,,0.0,,,357.0,,,,61703.0,,,0.0,,,,,,743.0,,,,,,,,samsun,,,,,,,,,,,,,,2004.0,akp,akp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,11692.0,,144174.0,,248.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1994,10904360.0,9739574.0,0.8931816264319961,9143354.0,,,1992281.0,,35057.0,,,267604.0,,,,7100.0,1026674.0,,1451809.0,,,,,,,,,,,,,,,16592.0,,,,,,,413811.0,,,,2048519.0,,1799059.0,,,,,,,21979.0,,,,adana,,,,,,,,,,,,,,1989.0,rp,shp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,,,,,,,31888.0,17297.0,13684.0,,,,,,,,,,,,,,,,,,,,,,
1994,1670867.0,1525392.0,0.912934422667992,1439838.0,,,268519.0,,8649.0,,,30082.0,,,,,111740.0,,119824.0,,,,,,,,,,,,,,,3023.0,,,,,,,104304.0,,,,393623.0,,387152.0,,,,,,,2756.0,,,,ankara,,,,,,,,,,,,,,1989.0,rp,shp,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,,,,,,,5727.0,3413.0,1026.0,,,,,,,,,,,,,,,,,,,,,,
1994,260054.0,230050.0,0.884623962715436,214775.0,,,40895.0,,641.0,,,22164.0,,,,,18351.0,,71325.0,,,,,,,,,,,,,,,601.0,,,,,,,20717.0,,,,19442.0,,18382.0,,,,,,,621.0,,,,antalya,,,,,,,,,,,,,,1989.0,dyp,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,,,,,,,796.0,840.0,,,,,,,,,,,,,,,,,,,,,,,
1994,590162.0,554609.0,0.9397572192042184,518917.0,,,144309.0,,1409.0,,,5130.0,,,,1534.0,94228.0,,122200.0,,,,,,,,,,,,,,,955.0,,,,,,,16160.0,,,,96113.0,,32313.0,,,,,,,1305.0,,,,bursa,,,,,,,,,,,,,,1989.0,anap,dyp,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,,,,,,,2184.0,776.0,301.0,,,,,,,,,,,,,,,,,,,,,,
1994,169466.0,119754.0,0.7066550222463504,86302.0,,,18826.0,,672.0,,,1846.0,,,,,,,13691.0,,,,,,,,,,,,,,,548.0,,,,,,,3755.0,,,,31865.0,,12588.0,,,,,,,674.0,,,,diyarbakir,,,,,,,,,,,,,,1989.0,rp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,,,,,,,,,1837.0,,,,,,,,,,,,,,,,,,,,,,
1994,133846.0,119082.0,0.8896941260852024,111942.0,,,23775.0,,1978.0,,,575.0,,,,486.0,1516.0,,9643.0,,,,,,,,,,,,,,,212.0,,,,,,,28370.0,,,,41965.0,,1838.0,,,,,,,991.0,,,,erzurum,,,,,,,,,,,,,,1989.0,rp,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,,,,,,,593.0,,,,,,,,,,,,,,,,,,,,,,,,
1994,282758.0,268413.0,0.949267571562962,256919.0,,,49045.0,,546.0,,,21371.0,,,,,52128.0,,52665.0,,,,,,,,,,,,,,,429.0,,,,,,,13131.0,,,,35615.0,,26984.0,,,,,,,704.0,,,,eskisehir,,,,,,,,,,,,,,1989.0,dyp,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,,,,,,,930.0,438.0,2933.0,,,,,,,,,,,,,,,,,,,,,,
1994,325128.0,279437.0,0.8594676558155557,255113.0,,,37042.0,,1731.0,,,9866.0,,,,1073.0,16534.0,,26350.0,,,,,,,,,,,,,,,798.0,,,,,,,19067.0,,,,69817.0,,70466.0,,,,,,,1366.0,,,,gaziantep,,,,,,,,,,,,,,1989.0,shp,shp,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1,,,,,,,1003.0,,,,,,,,,,,,,,,,,,,,,,,,
1994,239391.0,193867.0,0.8098341207480649,176698.0,,,65879.0,,481.0,,,13972.0,,,,842.0,9817.0,,19628.0,,,,,,,,,,,,,,,591.0,,,,,,,9037.0,,,,14184.0,,41531.0,,,,,,,365.0,,,,icel,,,,,,,,,,,,,,1989.0,anap,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,0,,,,,,,371.0,,,,,,,,,,,,,,,,,,,,,,,,
